200	422.0	 0	224366.0
400	613.0	 0	224366.0
600	613.0	 0	224366.0
800	1551.5625	 0	224366.0
1000	2809.0625	 0	224366.0
1200	4845.1875	 0	224366.0
1400	4845.1875	 0	224366.0
1600	45206.73159246575	 0	224366.0
1800	112394.49866365132	 0	224366.0
2000	107201.75935978084	 0	224366.0
2200	157733.63136051828	 0	224366.0
2400	157733.63136051828	 340	224366.0
2600	184637.26200812342	 340	224366.0
2800	220192.26503094003	 340	224365.99999999997
3000	212658.96214247274	 340	224365.99999999997
3200	212658.96214247274	 340	224366.00000000026
3400	211975.7507373952	 340	224366.00000000026
3600	211975.7507373952	 340	224365.99999999985
3800	211975.7507373952	 340	224366.00000000047
4000	211975.7507373952	 340	224365.99999999974
4200	226179.03808207528	 340	224365.99999999977
4400	226179.03808207528	 340	224366.0000000001
4600	226056.8980743172	 340	224365.99999999985
4800	226056.8980743172	 340	224366.0000000002
5000	224902.10756238564	 340	224365.99999999997
5200	224520.56079457302	 340	224366.0000000002
5400	224505.76580881368	 340	224365.9999999999
5600	224290.70896159142	 340	224366.00000000035
5800	224290.70896159142	 340	224365.99999999997
6000	224290.70896159142	 340	224365.99999999997
6200	224290.70896159142	 340	224366.0000000005
6400	224293.21554072047	 340	224366.00000000006
6600	224339.8600182459	 340	224366.0
6800	224339.8600182459	 340	224366.00000000012
7000	224346.80223341016	 340	224366.00000000026
7200	224360.63053555423	 340	224366.00000000006
7400	224362.11516305682	 340	224366.0000000002
7600	224361.2879061319	 340	224365.9999999997
7800	224361.2879061319	 340	224365.9999999999
8000	224361.56393793703	 340	224365.99999999953
8200	224361.56393793703	 340	224366.00000000067
8400	224365.67775534344	 340	224366.00000000006
8600	224366.2669213876	 340	224365.99999999983
8800	224366.19474800205	 340	224365.9999999999
9000	224365.89341795395	 340	224365.99999999968
9200	224365.89341795395	 340	224365.9999999997
9400	224365.93861858256	 340	224365.99999999983
9600	224365.93861858256	 340	224366.00000000012
9800	224365.87461878042	 340	224365.99999999985
10000	224365.8937148167	 340	224366.00000000023
