200	212.0	 0	22329.0
400	454.0	 0	22329.0
600	697.0	 0	22329.0
800	1186.5	 0	22329.0
1000	2815.375	 0	22329.0
1200	10266.234848484848	 0	22329.0
1400	11297.75	 0	22329.0
1600	12404.295454545454	 0	22329.0
1800	19527.505530196628	 0	22329.0
2000	19527.505530196628	 0	22329.0
2200	19527.505530196628	 0	22329.0
2400	21299.006570988502	 0	22329.0
2600	21763.370703544337	 0	22329.0
2800	22094.383288736026	 0	22329.0
3000	22143.62628313971	 0	22329.0
3200	22143.62628313971	 0	22329.0
3400	22061.0415106319	 0	22329.0
3600	22218.68389858344	 0	22328.999999999996
3800	22278.334520932065	 0	22329.0
4000	22292.11902883574	 0	22329.0
4200	22309.22478710814	 0	22329.0
4400	22323.94610189739	 0	22329.000000000004
4600	22339.0182080117	 0	22328.999999999993
4800	22338.69692925282	 0	22328.999999999996
5000	22338.69692925282	 0	22329.000000000007
5200	22338.69692925282	 0	22328.99999999999
5400	22337.326721578338	 0	22329.00000000002
5600	22333.571747112524	 0	22328.999999999996
5800	22333.571747112524	 0	22329.000000000015
6000	22333.571747112524	 0	22329.0
6200	22333.571747112524	 0	22328.999999999996
6400	22329.939021532384	 0	22329.0
6600	22329.07805322712	 0	22329.000000000004
6800	22328.86102859864	 0	22329.00000000001
7000	22329.04542192633	 0	22329.000000000004
7200	22329.023339887888	 0	22329.000000000004
7400	22329.08049637181	 0	22329.000000000004
7600	22329.001017712282	 0	22328.999999999996
7800	22329.005271267633	 0	22329.0
8000	22329.010797815707	 0	22329.000000000004
8200	22329.014218625452	 0	22329.000000000004
8400	22329.014218625452	 0	22329.00000000001
8600	22329.014218625452	 0	22329.000000000007
8800	22329.014218625452	 0	22328.999999999993
9000	22329.007815299305	 0	22329.0
9200	22329.007815299305	 0	22328.999999999996
9400	22329.001295527894	 0	22328.999999999993
9600	22329.001295527894	 0	22329.00000000001
9800	22329.00055554614	 0	22328.999999999996
10000	22328.999703284793	 0	22329.0
10200	22328.999876511407	 0	22329.000000000007
10400	22328.999876511407	 0	22329.0
10600	22328.99996000169	 0	22328.999999999993
10800	22328.99992117849	 0	22329.00000000001
11000	22328.99992117849	 0	22328.999999999996
11200	22328.99992117849	 0	22329.0
11400	22328.999966775657	 0	22328.999999999996
11600	22328.99997964081	 0	22329.000000000004
11800	22328.99997964081	 0	22329.000000000004
12000	22328.999999277217	 0	22329.000000000007
12200	22329.00000473622	 0	22329.000000000007
12400	22329.000004313646	 0	22328.999999999993
12600	22329.00000428315	 0	22329.0
12800	22329.00000219383	 0	22329.000000000007
13000	22329.000000485397	 0	22329.00000000001
13200	22329.000000354732	 0	22328.999999999993
13400	22329.000000272452	 0	22328.999999999996
13600	22329.00000018538	 0	22328.999999999996
13800	22329.00000018538	 0	22329.000000000004
14000	22329.00000018538	 0	22328.999999999993
14200	22329.00000018538	 0	22329.000000000007
14400	22329.00000005863	 0	22329.000000000007
14600	22329.00000005863	 0	22329.000000000015
14800	22329.00000005863	 0	22329.0
15000	22329.00000005863	 0	22328.999999999993
15200	22329.00000000788	 0	22329.000000000004
15400	22329.00000000788	 0	22329.000000000007
15600	22329.000000001783	 0	22329.00000000001
15800	22329.000000001783	 0	22329.00000000001
16000	22329.0000000014	 0	22329.000000000007
16200	22329.000000001357	 0	22329.000000000004
16400	22329.000000001357	 0	22329.000000000007
16600	22329.00000000104	 0	22329.000000000015
16800	22329.00000000104	 0	22328.999999999996
17000	22329.000000000473	 0	22329.000000000007
17200	22328.999999999556	 0	22329.00000000001
17400	22328.999999999618	 0	22329.0
17600	22328.999999999945	 0	22329.000000000007
17800	22328.999999999945	 0	22329.000000000004
18000	22329.000000000033	 0	22329.00000000001
18200	22329.000000000033	 0	22329.000000000004
18400	22329.000000000025	 0	22329.0
18600	22329.000000000022	 0	22329.0
18800	22329.000000000022	 0	22328.999999999996
19000	22329.00000000001	 0	22329.000000000004
19200	22329.000000000007	 0	22329.000000000004
19400	22329.000000000004	 0	22329.0
19600	22329.000000000004	 0	22328.99999999999
19800	22329.000000000004	 0	22329.000000000004
20000	22329.000000000004	 0	22328.999999999993
20200	22329.000000000007	 0	22329.000000000007
20400	22329.000000000007	 0	22328.999999999993
20600	22329.000000000007	 0	22329.000000000015
20800	22329.000000000007	 0	22329.000000000007
21000	22329.00000000001	 0	22328.999999999993
21200	22329.000000000004	 0	22328.999999999996
21400	22329.00000000001	 0	22329.000000000015
21600	22329.00000000001	 0	22329.000000000015
21800	22329.00000000001	 0	22329.000000000022
22000	22329.00000000001	 0	22328.999999999996
22200	22329.00000000001	 0	22329.0
22400	22329.00000000001	 0	22329.000000000007
22600	22329.000000000007	 0	22329.000000000004
22800	22329.000000000007	 0	22328.999999999996
23000	22329.000000000007	 0	22329.00000000001
23200	22329.000000000007	 0	22328.99999999999
23400	22329.000000000007	 0	22329.00000000001
23600	22329.000000000007	 0	22329.0
23800	22329.000000000004	 0	22329.000000000004
24000	22329.000000000007	 0	22329.000000000007
24200	22329.000000000007	 0	22329.000000000015
24400	22329.000000000007	 0	22329.000000000007
24600	22329.000000000007	 0	22329.000000000004
24800	22329.000000000007	 0	22329.000000000007
25000	22329.000000000007	 0	22328.99999999999
25200	22329.000000000007	 0	22329.00000000001
25400	22329.00000000001	 0	22329.000000000007
25600	22329.000000000007	 0	22329.000000000004
25800	22329.000000000004	 0	22329.000000000015
